web-scraper-order,web-scraper-start-url,Chien_links_description,Chien_links_description-href,Race,Age,Adresse,Price,Nom,Lien_image
"1738975355-501","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-4149988","Chiots","1 année","Dakar, Sénégal","120 000 CFA","Chiots","120 000 CFA"
"1738975359-502","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4158059","Chiots Malinois","1 année","Rufisque, Sénégal","150 000 CFA","Chiots Malinois","150 000 CFA"
"1738975362-503","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4159449","Chiots  Malinois","1 année","Dakar Plateau, Dakar, Sénégal","350 000 CFA","Chiots  Malinois","350 000 CFA"
"1738975365-504","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4162884","Chiots  Malinois","1 année","Dakar, Sénégal","200 000 CFA","Chiots  Malinois","200 000 CFA"
"1738975368-505","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4165184","Chiot Bichon","1 année","Dakar, Sénégal","150 CFA","Chiot Bichon","150 CFA"
"1738975371-506","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots labrador","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-4167214","Chiots labrador","1 année","Rufisque, Sénégal","400 000 CFA","Chiots labrador","400 000 CFA"
"1738975375-507","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Caniche","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4169389","Chiot  Caniche","1 année","Ngor, Dakar, Sénégal","300 000 CFA","Chiot  Caniche","300 000 CFA"
"1738975378-508","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4171222","Chiot Berger allemand","1 année","Almadies, Dakar, Sénégal","Prix sur demande","Chiot Berger allemand","Prix sur demande"
"1738975381-509","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens berger allemand","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4172538","Chiens berger allemand","1 année","Keur Massar, Sénégal","200 000 CFA","Chiens berger allemand","200 000 CFA"
"1738975384-510","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot","https://sn.coinafrique.com/annonce/chiens/chiot-4174428","Chiot","1 année","Dakar Plateau, Dakar, Sénégal","150 000 CFA","Chiot","150 000 CFA"
"1738975387-511","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots bergers allemands","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4176841","Chiots bergers allemands","1 année","Saly, Sénégal","200 000 CFA","Chiots bergers allemands","200 000 CFA"
"1738975391-512","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4178317","Chiot Bichon Maltais","1 année","Sicap Liberté, Dakar, Sénégal","100 000 CFA","Chiot Bichon Maltais","100 000 CFA"
"1738975394-513","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4180447","Chiot pitbull","1 année","Guediawaye, Dakar, Sénégal","100 000 CFA","Chiot pitbull","100 000 CFA"
"1738975397-514","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4186165","Chiot Malinois","1 année","Rufisque, Sénégal","200 000 CFA","Chiot Malinois","200 000 CFA"
"1738975401-515","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens Labrador","https://sn.coinafrique.com/annonce/chiens/chiens-labrador-4186378","Chiens Labrador","1 année","Mbao, Dakar, Sénégal","Prix sur demande","Chiens Labrador","Prix sur demande"
"1738975404-516","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Malinois","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4186380","Chien Malinois","1 année","Mbao, Dakar, Sénégal","Prix sur demande","Chien Malinois","Prix sur demande"
"1738975408-517","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot berger malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4189681","Chiot berger malinois","1 année","Mariste, Dakar, Sénégal","130 000 CFA","Chiot berger malinois","130 000 CFA"
"1738975411-518","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens","https://sn.coinafrique.com/annonce/chiens/chiens-4190505","Chiens","1 année","Lac rose, Sénégal","150 000 CFA","Chiens","150 000 CFA"
"1738975414-519","https://sn.coinafrique.com/categorie/chiens?page=4","Chienne malinoise","https://sn.coinafrique.com/annonce/chiens/chienne-malinoise-4191047","Chienne malinoise","1 année","Dakar, Sénégal","250 000 CFA","Chienne malinoise","250 000 CFA"
"1738975418-520","https://sn.coinafrique.com/categorie/chiens?page=4","Chienne malinois","https://sn.coinafrique.com/annonce/chiens/chienne-malinois-4192516","Chienne malinois","1 année","Dakar, Sénégal","300 000 CFA","Chienne malinois","300 000 CFA"
"1738975421-521","https://sn.coinafrique.com/categorie/chiens?page=4","Chien","https://sn.coinafrique.com/annonce/chiens/chien-4198141","Chien","1 année","Dakar, Sénégal","300 000 CFA","Chien","300 000 CFA"
"1738975423-522","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4203328","Chiots Berger Allemand","1 année","Dakar, Sénégal","150 000 CFA","Chiots Berger Allemand","150 000 CFA"
"1738975426-523","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4203333","Chiens Berger Allemand","1 année","Dakar, Sénégal","Prix sur demande","Chiens Berger Allemand","Prix sur demande"
"1738975429-524","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-allemand-4204043","Chiot  Allemand","1 année","Dakar, Sénégal","600 000 CFA","Chiot  Allemand","600 000 CFA"
"1738975432-525","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Caniches","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-4206419","Chiots Caniches","1 année","Dakar Plateau, Dakar, Sénégal","150 000 CFA","Chiots Caniches","150 000 CFA"
"1738975435-526","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4206427","Chiots Berger Allemand","1 année","Dakar Plateau, Dakar, Sénégal","150 000 CFA","Chiots Berger Allemand","150 000 CFA"
"1738975438-527","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Belge","https://sn.coinafrique.com/annonce/chiens/chiots-berger-belge-4206429","Chiots Berger Belge","1 année","Dakar Plateau, Dakar, Sénégal","250 000 CFA","Chiots Berger Belge","250 000 CFA"
"1738975441-528","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4209184","Chiots berger allemand","1 année","Thies, Sénégal","175 000 CFA","Chiots berger allemand","175 000 CFA"
"1738975444-529","https://sn.coinafrique.com/categorie/chiens?page=4","Chien","https://sn.coinafrique.com/annonce/chiens/chien-4216138","Chien","1 année","Dakar, Sénégal","150 000 CFA","Chien","150 000 CFA"
"1738975447-530","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Pitbull","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4219240","Chiots Pitbull","1 année","Ouest Foire, Dakar, Sénégal","130 000 CFA","Chiots Pitbull","130 000 CFA"
"1738975451-531","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Pitbulls","https://sn.coinafrique.com/annonce/chiens/chiots-pitbulls-4219520","Chiots Pitbulls","1 année","Ouakam, Dakar, Sénégal","190 000 CFA","Chiots Pitbulls","190 000 CFA"
"1738975454-532","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4220216","Chiots Berger Allemand","1 année","Almadies, Dakar, Sénégal","125 000 CFA","Chiots Berger Allemand","125 000 CFA"
"1738975458-533","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4220294","Chiot Bichon Maltais","1 année","Cambérène, Dakar, Sénégal","190 000 CFA","Chiot Bichon Maltais","190 000 CFA"
"1738975460-534","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4221634","Chien Berger allemand","1 année","Dakar, Sénégal","350 000 CFA","Chien Berger allemand","350 000 CFA"
"1738975463-535","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Pitbull","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4226576","Chiots Pitbull","1 année","Ouest Foire, Dakar, Sénégal","100 000 CFA","Chiots Pitbull","100 000 CFA"
"1738975467-536","https://sn.coinafrique.com/categorie/chiens?page=4","Chien","https://sn.coinafrique.com/annonce/chiens/chien-4227862","Chien","1 année","Thies, Sénégal","150 000 CFA","Chien","150 000 CFA"
"1738975470-537","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4235508","Chiots malinois","1 année","Keur Massar, Sénégal","220 000 CFA","Chiots malinois","220 000 CFA"
"1738975474-538","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4240673","Chiot Pitbull","1 année","HLM, Dakar, Sénégal","Prix sur demande","Chiot Pitbull","Prix sur demande"
"1738975477-539","https://sn.coinafrique.com/categorie/chiens?page=4","Chien  Rottweiler","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-4242529","Chien  Rottweiler","1 année","Dakar, Sénégal","350 000 CFA","Chien  Rottweiler","350 000 CFA"
"1738975482-540","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Bergers australien","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-australien-4242936","Chiots  Bergers australien","1 année","Saly, Sénégal","650 000 CFA","Chiots  Bergers australien","650 000 CFA"
"1738975485-541","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4255782","Chiot  Malinois","1 année","Dakar, Sénégal","250 000 CFA","Chiot  Malinois","250 000 CFA"
"1738975488-542","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4257284","Chiot Labrador","1 année","Mbao, Dakar, Sénégal","Prix sur demande","Chiot Labrador","Prix sur demande"
"1738975492-543","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4260253","Chiots Malinois","1 année","Saly, Sénégal","Prix sur demande","Chiots Malinois","Prix sur demande"
"1738975495-544","https://sn.coinafrique.com/categorie/chiens?page=4","Chien berger Allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4263673","Chien berger Allemand","1 année","Mamelles, Dakar, Sénégal","250 000 CFA","Chien berger Allemand","250 000 CFA"
"1738975499-545","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4266819","Chien Berger Allemand","1 année","Dakar, Sénégal","250 000 CFA","Chien Berger Allemand","250 000 CFA"
"1738975503-546","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4268216","Chiots Berger Allemand","1 année","Dakar, Sénégal","150 000 CFA","Chiots Berger Allemand","150 000 CFA"
"1738975507-547","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4268527","Chiot Bichon","1 année","Dieuppeul-Derklé, Dakar, Sénégal","150 000 CFA","Chiot Bichon","150 000 CFA"
"1738975510-548","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4277563","Chiots Berger Allemand","1 année","Dakar, Sénégal","260 000 CFA","Chiots Berger Allemand","260 000 CFA"
"1738975512-549","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4277694","Chiots Bichons","1 année","Dieuppeul-Derklé, Dakar, Sénégal","150 000 CFA","Chiots Bichons","150 000 CFA"
"1738975521-550","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot croisé Husky / Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-croise-husky-berger-allemand-4280738","Chiot croisé Husky / Berger Allemand","1 année","Parcelle Assainies, Dakar, Sénégal","180 000 CFA","Chiot croisé Husky / Berger Allemand","180 000 CFA"
"1738975525-551","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Cane Corso","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4283254","Chiots Cane Corso","1 année","Almadies, Dakar, Sénégal","350 000 CFA","Chiots Cane Corso","350 000 CFA"
"1738975528-552","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Husky's","https://sn.coinafrique.com/annonce/chiens/chiots-huskys-4284697","Chiots Husky's","1 année","Cambérène, Dakar, Sénégal","250 000 CFA","Chiots Husky's","250 000 CFA"
"1738975531-553","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Labradors","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-4287921","Chiots Labradors","1 année","Almadies, Dakar, Sénégal","650 000 CFA","Chiots Labradors","650 000 CFA"
"1738975535-554","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens Malinois","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-4290173","Chiens Malinois","1 année","Dakar, Sénégal","250 000 CFA","Chiens Malinois","250 000 CFA"
"1738975538-555","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots  Akita japonaise","https://sn.coinafrique.com/annonce/chiens/chiots-akita-japonaise-4294289","Chiots  Akita japonaise","1 année","Fann, Dakar, Sénégal","850 000 CFA","Chiots  Akita japonaise","850 000 CFA"
"1738975541-556","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Cane Corso","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4295604","Chiots Cane Corso","1 année","Almadies, Dakar, Sénégal","350 000 CFA","Chiots Cane Corso","350 000 CFA"
"1738975544-557","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot  Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4296542","Chiot  Berger Allemand","1 année","Saint Louis, Sénégal","200 000 CFA","Chiot  Berger Allemand","200 000 CFA"
"1738975546-558","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Cane Corso","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4300394","Chiot Cane Corso","1 année","Pikine, Sénégal","400 000 CFA","Chiot Cane Corso","400 000 CFA"
"1738975549-559","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Spitz Nain","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-nain-4305634","Chiot Spitz Nain","1 année","Sacré-Coeur, Dakar, Sénégal","180 000 CFA","Chiot Spitz Nain","180 000 CFA"
"1738975552-560","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4307889","Chiot Bichon","1 année","Dieuppeul-Derklé, Dakar, Sénégal","150 000 CFA","Chiot Bichon","150 000 CFA"
"1738975555-561","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot  Bichon nain","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-nain-4311860","Chiot  Bichon nain","1 année","Almadies, Dakar, Sénégal","200 000 CFA","Chiot  Bichon nain","200 000 CFA"
"1738975557-562","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4312162","Chiot Malinois","1 année","Dakar, Sénégal","200 000 CFA","Chiot Malinois","200 000 CFA"
"1738975560-563","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Bichons","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4314748","Chiots Bichons","1 année","Dieuppeul-Derklé, Dakar, Sénégal","150 000 CFA","Chiots Bichons","150 000 CFA"
"1738975563-564","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4315045","Chiots berger allemand","1 année","Dakar, Sénégal","180 000 CFA","Chiots berger allemand","180 000 CFA"
"1738975566-565","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4315123","Chiot berger allemand","1 année","Thies, Sénégal","Prix sur demande","Chiot berger allemand","Prix sur demande"
